TaxonID	TaxonRank	ScientificName	Author	SpeciesID	SpeciesScientificName	SpeciesAuthor	VernacularFI	AlternativeFI	VernacularEN
		Symphodus			Symphodus rostratus 	(Bloch, 1791)	kuonohuulikala		
		Symphodus			Symphodus tinca 	(Linnaeus, 1758)	mustehuulikala		
		Thalassoma	Swainson, 1839		Thalassoma pavo 	(Linnaeus, 1758)	riikinkukkohuulikala		
		Xyrichtys	Cuvier, 1814		Xyrichtys novacula 	(Linnaeus, 1758)	töppöhuulikala		
MX.5086765	heimo 	Scaridae							
		Scarus	Forsskål, 1775		Scarus ghobban 	Forsskål, 1775	turkoosipapukaijakala		blue-barred parrotfish
		Sparisoma	Swainson, 1839		Sparisoma cretense 	(Linnaeus, 1758)	papukaijakala		
MX.53188	heimo 	Zoarcidae							
		Gymnelus	Reinhardt, 1834		Gymnelus andersoni 	Chernova, 1998	täpläselkänilkka		
		Gymnelus			Gymnelus hemifasciatus 	Andriashev, 1937	puoliraitanilkka		
		Gymnelus			Gymnelus retrodorsalis 	Le Danois, 1913	puikkonilkka		
		Gymnelus			Gymnelus viridis 	(Fabricius, 1780)	laikkuraitanilkka	vihernilkka	
		Lycenchelys	Gill, 1884		Lycenchelys kolthoffi 	Jensen, 1904	ruutukalpapyrstö		checkered wolf eel
		Lycenchelys			Lycenchelys muraena 	(Collett, 1878)	mureenakalpapyrstö		
		Lycenchelys			Lycenchelys platyrhina 	(Jensen, 1902)	lattakuonokalpapyrstö		
		Lycenchelys			Lycenchelys sarsii 	(Collett, 1871)	pikkukalpapyrstö		
		Lycodes	Reinhardt, 1831		Lycodes adolfi 	Nielsen & Fosså, 1993	ruskokalpapyrstö		
		Lycodes			Lycodes esmarkii 	Collett, 1875	isokalpapyrstö		
		Lycodes			Lycodes eudipleurostictus 	Jensen, 1902	satulakalpapyrstö		
		Lycodes			Lycodes frigidus 	Collett, 1879	pohjankalpapyrstö		
		Lycodes			Lycodes gracilis 	Sars, 1867	sirokalpapyrstö		checked eelpout
		Lycodes			Lycodes jugoricus 	Knipowitsch, 1906	kiilakalpapyrstö		
		Lycodes			Lycodes luetkenii 	Collett, 1880	valkoraitakalpapyrstö		
		Lycodes			Lycodes marisalbi 	Knipowitsch, 1906	vienankalpapyrstö		
		Lycodes			Lycodes paamiuti 	Møller, 2001	grönlanninkalpapyrstö		
		Lycodes			Lycodes pallidus 	Collett, 1879	valjukalpapyrstö		
		Lycodes			Lycodes polaris 	(Sabine, 1824)	jääkalpapyrstö		
		Lycodes			Lycodes reticulatus 	Reinhardt, 1835	verkkokalpapyrstö		
		Lycodes			Lycodes rossi 	Malmgren, 1865	läppäkalpapyrstö		
		Lycodes			Lycodes sagittarius 	McAllister, 1976	vasamakalpapyrstö		archer eelpout
		Lycodes			Lycodes seminudus 	Reinhardt, 1837	seeprakalpapyrstö		
		Lycodes			Lycodes squamiventer 	Jensen, 1904	suomuvatsakalpapyrstö		
		Lycodes			Lycodes terraenovae 	Collett, 1896	tummakalpapyrstö		
		Lycodes			Lycodes vahlii 	Reinhardt, 1831	kalpapyrstö		
		Lycodonus	Goode & Bean, 1883		Lycodonus flagellicauda 	(Jensen, 1902)	siimanilkka		
		Melanostigma	Günther, 1881		Melanostigma atlanticum 	Koefoed, 1952	velttonilkka		
		Pachycara	Zugmayer, 1911		Pachycara bulbiceps 	(Garman, 1899)	nuijakalpapyrstö		snubnose eelpout
		Pachycara			Pachycara crassiceps 	(Roule, 1916)	paksupääkalpapyrstö		
		Pachycara			Pachycara microcephalum 	(Jensen, 1902)	olkikalpapyrstö		
MX.53189		Zoarces	Cuvier, 1829	MX.53190	Zoarces viviparus 	(Linnaeus, 1758)	kivinilkka		
MX.5086766	heimo 	Anarhichadidae							
		Anarhichas			Anarhichas denticulatus 	Krøyer, 1845	sinimerikissa		
		Anarhichas			Anarhichas lupus 	Linnaeus, 1758	merikissa		
		Anarhichas			Anarhichas minor 	Olafsen, 1772	täplämerikissa		
MX.53229	heimo 	Stichaeidae							
		Chirolophis	Swainson, 1839		Chirolophis ascanii 	(Walbaum, 1792)	sarvielaska		
MX.5084705	heimo	Lumpenidae							
		Anisarchus	Gill, 1864		Anisarchus medius 	(Reinhardt, 1837)	jääelaska		stout eelblenny
		Leptoclinus	Gill, 1861		Leptoclinus maculatus 	(Fries, 1838)	piikkielaska		daubed shanny
MX.53230		Lumpenus	Reinhardt, 1836		Lumpenus fabricii 	Reinhardt, 1836	laikkuelaska		slender eelblenny
MX.53230		Lumpenus		MX.53319	Lumpenus lampretaeformis	(Walbaum, 1792)	elaska		
MX.53283	heimo 	Pholidae							
MX.53231		Pholis	Scopoli, 1777	MX.53265	Pholis gunellus 	(Linnaeus, 1758)	teisti		
MX.53284	heimo 	Ammodytidae							
MX.53235		Ammodytes	Linnaeus, 1758		Ammodytes dubius 	Reinhardt, 1837	pohjantuulenkala		
MX.53235		Ammodytes			Ammodytes marinus 	Raitt, 1934	merituulenkala		
MX.53235		Ammodytes		MX.53236	Ammodytes tobianus 	Linnaeus, 1758	pikkutuulenkala		
		Gymnammodytes	Duncker & Mohr, 1935		Gymnammodytes cicerelus 	(Rafinesque, 1810)	juovatuulenkala		
		Gymnammodytes			Gymnammodytes semisquamatus 	(Jourdain, 1879)	silotuulenkala		
MX.53233		Hyperoplus	Günther, 1862		Hyperoplus immaculatus 	(Corbin, 1950)	hietatuulenkala		
MX.53233		Hyperoplus		MX.53234	Hyperoplus lanceolatus 	(Le Sauvage, 1824)	isotuulenkala		
MX.5086787	heimo 	Trachinidae							
		Echiichthys	Bleeker, 1861		Echiichthys vipera 	(Cuvier, 1829)	pikkulouhikala		
		Trachinus	Linnaeus, 1758		Trachinus araneus 	Cuvier, 1829	täplälouhikala		
		Trachinus			Trachinus draco 	Linnaeus, 1758	louhikala		
		Trachinus			Trachinus radiatus 	Cuvier, 1829	pantterilouhikala		
MX.5086788	heimo 	Uranoscopidae							
		Uranoscopus	Linnaeus, 1758		Uranoscopus scaber 	Linnaeus, 1758	taivaantähystäjä		
MX.5086814	alaheimo	Sebastinae							
		Helicolenus	Goode & Bean, 1896		Helicolenus dactylopterus 	(Delaroche, 1809)	sinisuusimppu		
		Sebastes	Cuvier, 1829		Sebastes fasciatus 	Storer, 1854	kanadanpunasimppu	amerikanpunasimppu	
		Sebastes			Sebastes mentella 	Travin, 1951	pohjolanpunasimppu		
		Sebastes			Sebastes norvegicus 	(Ascanius, 1772)	punasimppu	puna-ahven	
		Sebastes			Sebastes viviparus 	Krøyer, 1845	pikkupunasimppu		
		Trachyscorpia	Ginsburg, 1953		Trachyscorpia cristulata	(Goode & Bean 1896)	kypäräkorusimppu		spiny scorpionfish
MX.5086812	alaheimo	Setarchinae							
		Setarches	Johnson, 1862		Setarches guentheri	Johnson, 1862	syvännekitasimppu		
MX.5084355	heimo 	Scorpaenidae							
		Pontinus	Poey, 1860		Pontinus kuhlii 	(Bowdich, 1825)	ulappaskorpionisimppu		offshore rockfish
MX.5084356		Pterois	Oken, 1817	MX.5084357	Pterois miles 	(Bennett, 1828)	paholaissiipisimppu		
MX.5084356		Pterois			Pterois volitans	(Linnaeus, 1758)	siipisimppu		
		Scorpaena	Linnaeus, 1758		Scorpaena azorica 	Eschmeyer, 1969	azorienskorpionisimppu		
		Scorpaena			Scorpaena canariensis 	(Sauvage, 1878)	kanarianskorpionisimppu		
		Scorpaena			Scorpaena elongata 	Cadenat, 1943	soukkaskorpionisimppu		slender rockfish
		Scorpaena			Scorpaena laevis 	Troschel, 1866	senegalinskorpionisimppu		senegalese rockfish
		Scorpaena			Scorpaena loppei 	Cadenat, 1943	välimerenskorpionisimppu		Cadenat's rockfish
		Scorpaena			Scorpaena maderensis 	Valenciennes, 1833	madeiranskorpionisimppu		
		Scorpaena			Scorpaena notata 	Rafinesque, 1810	täpläskorpionisimppu		small red scorpionfish
		Scorpaena			Scorpaena porcus 	Linnaeus, 1758	tummaskorpionisimppu		black scorpionfish
		Scorpaena			Scorpaena scrofa 	Linnaeus, 1758	skorpionisimppu		
		Scorpaenodes	Bleeker, 1857		Scorpaenodes arenai 	Torchio, 1962	messinanskorpionisimppu		Messina rockfish
		Sebastapistes	Gill, 1877		Sebastapistes strongia 	(Cuvier, 1829)	kaunoskorpionisimppu		
MX.5086795	heimo 	Triglidae							
		Chelidonichthys	Kaup, 1873		Chelidonichthys cuculus 	(Linnaeus, 1758)	punakurnusimppu		
		Chelidonichthys			Chelidonichthys lucerna 	(Linnaeus, 1758)	isokurnusimppu		
		Chelidonichthys			Chelidonichthys obscurus 	(Bloch & Schneider, 1801)	töyhtökurnusimppu		
		Eutrigla	Fraser-Brunner, 1938		Eutrigla gurnardus 	(Linnaeus, 1758)	kyhmykurnisimppu		
		Lepidotrigla	Günther, 1860		Lepidotrigla cavillone 	(Lacépède, 1801)	suomukurnusimppu		
		Lepidotrigla			Lepidotrigla dieuzeidei 	Blanc & Hureau, 1973	okakurnusimppu		
		Trigla	Linnaeus, 1758		Trigla lyra 	Linnaeus, 1758	piikkikurnusimppu		
		Trigloporus	Smith, 1934		Trigloporus lastoviza 	(Bonnaterre, 1788)	punaposkikurnusimppu		streaked gurnard
MX.5086793	heimo 	Platycephalidae							
		Elates	Jordan & Seale, 1907		Elates ransonnettii 	(Steindachner, 1876)	kääpiölättäsimppu		dwarf flathead
		Cociella	Whitley, 1940		Cociella crocodilus	(Tilesius, 1812)	krokotiilisimppu		crocodile flathead
		Platycephalus	Bloch, 1795		Platycephalus indicus 	(Linnaeus, 1758)	pyrstölättäsimppu		bartail flathead
		Papilloculiceps	Fowler & Steinitz, 1956		Papilloculiceps longiceps 	(Cuvier, 1829)	nystykrokotiilisimppu		tentacled flathead/crocodilefish
		Sorsogona	Herre, 1934		Sorsogona prionota 	(Sauvage, 1873)	piikkilättäsimppu		halfspined flathead
MX.53196	heimo 	Gasterosteidae							
MX.53313		Culaea	Whitley, 1950	MX.53201	Culaea inconstans 	(Mitchill, 1815)	viisipiikki		
MX.53197		Gasterosteus	Linnaeus, 1758	MX.53198	Gasterosteus aculeatus 	Linnaeus, 1758	kolmipiikki		
MX.53199		Pungitius	Linnaeus, 1758		Pungitius hellenicus 	Stephanidis, 1971	kreikankymmenpiikki		
MX.53199		Pungitius			Pungitius laevis 	(Cuvier, 1829)	lännenkymmenpiikki		
MX.53199		Pungitius			Pungitius platygaster 	(Kessler, 1859)	ukrainankymmenpiikki		
MX.53199		Pungitius		MX.53200	Pungitius pungitius 	(Linnaeus, 1758)	kymmenpiikki		
MX.53202		Spinachia	Cuvier, 1816	MX.53203	Spinachia spinachia 	(Linnaeus, 1758)	vaskikala		
MX.53204	heimo 	Cottidae							
		Artediellus	Jordan, 1885		Artediellus atlanticus 	Jordan & Evermann, 1898	atlantinkoukkusimppu		
		Artediellus			Artediellus scaber 	Knipowitsch, 1907	siperiankoukkusimppu		
		Artediellus			Artediellus uncinatus	(Reinhardt, 1834)	koukkusimppu		Arctic hookear sculpin
MX.53205	suku	Cottus	Linnaeus, 1758				kivisimput		
MX.53205		Cottus		MX.53206	Cottus gobio sensu lato		kivisimppu		
MX.53205		Cottus			Cottus aturi 	Freyhof, Kottelat & Nolte, 2005	adourinkivisimppu		
MX.53205		Cottus			Cottus duranii 	Freyhof, Kottelat & Nolte, 2005	loirenkivisimppu		
MX.53205		Cottus			Cottus gobio 	Linnaeus, 1758	rannikkokivisimppu		
MX.53205		Cottus			Cottus gratzianowi	Sideleva, Naseka & Zhidkov, 2015	onegankivisimppu		
MX.53205		Cottus			Cottus haemusi 	Marinov & Dikov,, 1986	bulgariankivisimppu		
MX.53205		Cottus			Cottus hispaniolensis 	B?cescu & B?cescu–Mester, 1964	pyreneidenkivisimppu		
MX.53205		Cottus			Cottus koshewnikowi 	Gratzianov, 1907	järvikivisimppu		
MX.53205		Cottus			Cottus metae 	Freyhof, Kottelat & Nolte, 2005	sloveniankivisimppu		
MX.53205		Cottus			Cottus microstomus 	Heckel, 1837	puolankivisimppu		
MX.53205		Cottus			Cottus perifretum 	Freyhof, Kottelat & Nolte, 2005	lännenkivisimppu		
MX.53205		Cottus			Cottus petiti 	Bacescu & Bacescu–Mester, 1964	lezinkivisimppu		
MX.53205		Cottus		MX.53207	Cottus poecilopus 	Heckel, 1837	kirjoeväsimppu		
MX.53205		Cottus			Cottus rhenanus 	Freyhof, Kottelat & Nolte, 2005	reininkivisimppu		
MX.53205		Cottus			Cottus rondeleti 	Freyhof, Kottelat & Nolte, 2005	héraultinkivisimppu		
MX.53205		Cottus			Cottus sabaudicus 	Sideleva, 2009	rhônenkivisimppu		
MX.53205		Cottus			Cottus transsilvaniae 	Freyhof, Kottelat & Nolte, 2005	romaniankivisimppu		
MX.5084709	heimo	Psychrolutidae 							
		Gymnocanthus	Swainson, 1839		Gymnocanthus tricuspis 	(Reinhardt, 1830)	haarasimppu		Arctic staghorn sculpin
		Icelus			Icelus bicornis 	(Reinhardt, 1840)	sarvisimppu		
		Icelus	Krøyer, 1845		Icelus spatula 	Gilbert & Burke, 1912	lastasimppu		
		Micrenophrys	Andriashev, 1954		Micrenophrys lilljeborgii 	(Collett, 1875)	känsäsimppu		
MX.53209		Myoxocephalus	Tilesius, 1811	MX.53315	Myoxocephalus quadricornis 	(Linnaeus, 1758)	härkäsimppu		
MX.53209		Myoxocephalus			Myoxocephalus scorpioides 	(Fabricius, 1780)	grönlanninsimppu		
MX.53209		Myoxocephalus		MX.53210	Myoxocephalus scorpius 	(Linnaeus, 1758)	isosimppu		
MX.53332		Taurulus	Gratzianov, 1907	MX.53208	Taurulus bubalis 	(Euphrasen, 1786)	piikkisimppu		
		Triglops	Reinhardt, 1830		Triglops murrayi 	Günther, 1888	satulajääsimppu		moustache sculpin
		Triglops			Triglops nybelini 	Jensen, 1944	isosilmäjääsimppu		bigeye sculpin
		Triglops			Triglops pingelii 	Reinhardt, 1837	laikkujääsimppu		ribbed sculpin
		Cottunculus	Jordan & Starks, 1904		Cottunculus microps 	Collett, 1875	pohjanpallosimppu		Polar sculpin
		Cottunculus			Cottunculus subspinosus 	Jensen, 1902	islanninpallosimppu		smooth polar sculpin
		Cottunculus			Cottunculus thomsonii 	(Günther, 1882	valjupallosimppu		
		Ebinania	Sakamoto, 1932		Ebinania costaecanariae 	(Cervigón, 1961)	tummapallosimppu		
MX.53211	heimo	Agonidae							
MX.53212		Agonus	Bloch & Schneider, 1801	MX.53213	Agonus cataphractus 	(Linnaeus, 1758)	partasimppu		
		Leptagonus	Gill, 1861		Leptagonus decagonus 	(Bloch & Schneider, 1801)	okapartasimppu		Atlantic poacher
		Aspidophoroides	Lacepède, 1801		Aspidophoroides olrikii 	 Lütken, 1877	jääpartasimppu		Arctic alligatorfish
MX.53214	heimo	Cyclopteridae							
MX.53215		Cyclopterus	Linnaeus, 1758	MX.53264	Cyclopterus lumpus 	Linnaeus, 1758	rasvakala		
		Eumicrotremus	Gill 1862		Eumicrotremus jordani 	Soldatov, 1929	nystyrasvakala		smooth lumpfish
		Eumicrotremus			Eumicrotremus  mcalpini 	(Fowler, 1914)	jäärasvakala		Arctic lumpsucker
		Eumicrotremus			Eumicrotremus derjugini 	Popov, 1926	sokkelorasvakala		leatherfin lumpsucker
		Eumicrotremus			Eumicrotremus spinosus 	(Fabricius, 1776)	rokkorasvakala		Atlantic spiny lumpsucker
MX.5084708	heimo 	Liparidae							
		Careproctus	Krøyer, 1862		Careproctus aciculipunctatus 	Andriashev & Chernova, 1997			
		Careproctus			Careproctus derjugini 	Chernova, 2005	barentsinimukala		
		Careproctus			Careproctus macrophthalmus 	Chernova, 2005	isosilmäimukala		
		Careproctus			Careproctus merretti 	Andriashev & Chernova, 1988			
		Careproctus			Careproctus micropus 	(Günther, 1887)	islanninimukala		smaleye tadpole
		Careproctus			Careproctus reinhardti 	(Krøyer, 1862)	pinkki-imukala	valkoimukala	
		Eutelichthys	Tortonese, 1959		Eutelichthys leptochirus 	Tortonese, 1959	välimerenimukala		
MX.53277		Liparis	Scopoli, 1777		Liparis bathyarcticus 	Parr, 1931	kirjoimukala		nebulous (variegated) snailfish
MX.53277		Liparis			Liparis fabricii 	Krøyer, 1847	hyytelöimukala		gelatinous snailfish
MX.53277		Liparis			Liparis gibbus 	Bean, 1881	harlekiini-imukala		
MX.53277		Liparis		MX.53216	Liparis liparis 	(Linnaeus, 1766)	imukala		
MX.53277		Liparis			Liparis montagui 	(Donovan, 1804)	pikkuimukala		
MX.53277		Liparis			Liparis tunicatus 	Reinhardt, 1836	kelppi-imukala		Kelp snailfish
		Paraliparis	Collett, 1879		Paraliparis abyssorum 	Andriashev & Chernova, 1997	syvännelipari		
		Paraliparis			Paraliparis bathybius 	(Collett, 1879)	mustalipari		
		Paraliparis			Paraliparis bipolaris 	Andriashev, 1997	irlanninlipari		
		Paraliparis			Paraliparis copei 	Goode & Bean, 1896	maskilipari		blacksnout snailfis
		Paraliparis			Paraliparis edwardsi 	(Vaillant, 1888)	marokonlipari		
		Paraliparis			Paraliparis hystrix 	Merrett, 1983	hebridienlipari		
		Paraliparis			Paraliparis murieli 	Matallanas, 1984	espanjanlipari		
		Psednos	Barnard, 1927		Psednos andriashevi 	Chernova, 2001			tunnetaan vain holotyyppi
		Psednos			Psednos christinae 	Andriashev, 1992	euroopanlipari		European dwarf snailfish
		Psednos			Psednos gelatinosus 	Chernova, 2001	hyytelölipari		gelatinous dwarf snailfish
		Psednos			Psednos islandicus 	Chernova & Stein, 2002	islanninlipari		
		Psednos			Psednos melanocephalus 	Chernova & Stein, 2002	sysipäälipari		
		Psednos			Psednos micruroides 	Chernova, 2001	nysälipari		
		Psednos			Psednos spirohira 	Chernova & Stein, 2002	kierrelipari		
		Rhodichthys	Collett, 1879		Rhodichthys regina 	Collett, 1879	rihmalipari	rihmaimukala	threadfin seasnail
MX.5086847	heimo 	Terapontidae							
		Pelates	Cuvier, 1829		Pelates quadrilineatus 	(Bloch, 1790)	neliviiruahven		
		Terapon	Cuvier, 1829		Terapon puta 	Cuvier, 1829	pienisuomuviiruahven		
MX.5086851	heimo 	Kyphosidae							
		Kyphosus	Lacepède, 1801		Kyphosus sectatrix	(Linnaeus, 1758)	juovaruoriahven		
MX.5086852	heimo 	Girellidae							
		Girella	Gray, 1835		Girella zonata 	Günther, 1859	vyönapostelija		
MX.53224	heimo 	Centrarchidae							
		Ambloplites	Rafinesque, 1820		Ambloplites rupestris 	(Rafinesque, 1817)	kiviahven		
MX.206831		Lepomis	Rafinesque, 1819	MX.206832	Lepomis gibbosus 	(Linnaeus, 1758)	aurinkoahven		
MX.53254		Micropterus	Lacepède, 1802	MX.206830	Micropterus salmoides 	(Lacépède, 1802)	isobassi		
MX.53254		Micropterus		MX.53225	Micropterus dolomieu	Lacepede, 1802	pikkubassi		
MX.5086874	heimo 	Pempheridae							
		Pempheris	 Cuvier 1829		Pempheris mangula 	Cuvier, 1829        	intianpyyhältäjä		
		Pempheris			Pempheris rhomboidea 	Kossmann & Räuber, 1877	hopeapyyhältäjä		
		Pempheris			Pempheris vanicolensis 	Cuvier, 1831	mustasaumapyyhältäjä		
MX.5086879	heimo 	Polyprionidae							
		Polyprion	Oken, 1817		Polyprion americanus 	(Bloch & Schneider, 1801)	hylkyahven		
MX.5086876	heimo 	Synagropidae							
		Synagrops	Günther, 1887		Synagrops japonicus 	(Döderlein, 1883)	mustalyhtyahven		
MX.5086884	heimo 	Epigonidae							
		Epigonus	Rafinesque, 1810		Epigonus denticulatus 	Dieuzeide, 1950	hammassyvänneahven		
		Epigonus			Epigonus constanciae 	(Giglioli, 1880)	kobolttisyvänneahven		
		Epigonus			Epigonus telescopus 	(Risso, 1810)	hohtosyvänneahven		
		Microichthys	Rüppell, 1852		Microichthys atlanticus 	Fricke, Ordines & Williston, 2020	atlantinmikroahven		
		Microichthys			Microichthys coccoi 	Rüppell, 1852	raitasyvänneahven		
		Microichthys			Microichthys sanzoi 	Sparta, 1950	messinansyvänneahven		
MX.5086890	heimo 	Lobotidae							
		Lobotes	Cuvier, 1829		Lobotes surinamensis 	(Bloch, 1790)	kolmipyrstö		
MX.5086893	heimo 	Chaetodontidae							
		Chaetodon	Linnaeus, 1758		Chaetodon hoefleri 	Steindachner, 1881	nelivyöperhokala		
MX.5086894	heimo 	Ephippidae							
		Platax	Cuvier, 1816		Platax teira 	Forsskål, 1775	raitalepakkokala		
MX.5086895	heimo 	Leiognathidae							
		Equulites	Fowler, 1904		Equulites klunzingeri 	(Steindachner, 1898)	marmorilima-ahven		
MX.5086897	heimo	Antigoniidae							
		Antigonia	Lowe, 1843		Antigonia capros 	Lowe, 1843	kölikarjukala		
MX.5086898	heimo 	Siganidae							
		Siganus	Fabricius, 1775		Siganus luridus 	(Rüppell, 1829)	suklaakaniinikala		
		Siganus			Siganus rivulatus 	Forsskål, 1775	viirukaniinikala		
MX.5086899	heimo 	Caproidae							
		Capros	Lacepède, 1802		Capros aper 	(Linnaeus, 1758)	karjukala		
MX.5086900	heimo 	Luvaridae							
		Luvarus	Rafinesque, 1810		Luvarus imperialis 	Rafinesque, 1810	luvari		
MX.5086902	heimo 	Acanthuridae							
		Acanthurus	Forsskål, 1775		Acanthurus monroviae 	Steindachner, 1876	keltaveitsivälskäri		
MX.5086904	heimo 	Lophiidae							
		Lophius	Linnaeus, 1758		Lophius budegassa 	Spinola, 1807	mustavatsakrotti		
		Lophius			Lophius piscatorius 	Linnaeus, 1758	merikrotti		
MX.5086910	heimo 	Antennariidae							
		Abantennarius	Schultz, 1957		Abantennarius nummifer 	(Cuvier, 1817)	täpläeväantennikrotti		Spotfin frogfish
		Fowlerichthys	Barbour, 1941		Fowlerichthys radiosus 	Garman, 1896	täpläantennikrotti		
		Fowlerichthys			Fowlerichthys senegalensis 	Cadenat, 1959	senegalinantennikrotti		
		Histrio	Fischer, 1813		Histrio histrio 	(Linnaeus, 1758)	sargassonkrotti		
MX.5086916	heimo 	Chaunacidae							
		Chaunax	Lowe, 1846		Chaunax pictus 	Lowe, 1846	rusokonnakrotti		
MX.5086921	heimo 	Himantolophidae							
		Himantolophus	Fischer, 1813		Himantolophus albinares 	Maul, 1961	ruskopallokrotti		
		Himantolophus			Himantolophus compressus 	(Osório, 1912)	portugalinpallokrotti		
		Himantolophus			Himantolophus groenlandicus 	Reinhardt, 1837	atlantinpallokrotti		
		Himantolophus			Himantolophus mauli 	Bertelsen & Krefft, 1988	hankapallokrotti		
MX.5086923	heimo 	Oneirodidae							
		Oneirodes	Lütken, 1871		Oneirodes eschrichtii 	Lütken, 1871	patukkatorkkujakotti		
		Oneirodes			Oneirodes macronema 	(Regan & Trewavas, 1932)	rihmatorkkujakrotti		
MX.5086926	heimo 	Ceratiidae							
		Ceratias	Krøyer, 1845		Ceratias holboelli 	Krøyer, 1845	syvännekrotti		
		Cryptopsaras	Gill, 1883		Cryptopsaras couesii 	Gill, 1883	syyläsyvännekrotti		
MX.5086927	heimo 	Gigantactinidae							
		Gigantactis	Brauer, 1902		Gigantactis vanhoeffeni 	Brauer, 1902	tupsusiimakrotti		
MX.5086928	heimo 	Linophrynidae							
		Haplophryne	Regan, 1912		Haplophryne mollis 	(Brauer, 1902)	sarvikuultokrotti		
		Linophryne	Collett, 1886		Linophryne algibarbata 	Waterman, 1939	leväpensaskrotti		
		Linophryne			Linophryne arcturi 	(Beebe, 1926)	laippapensaskrotti		
		Linophryne			Linophryne brevibarbata 	Beebe, 1932	lyhtypensaskrotti		
		Linophryne			Linophryne coronata 	Parr, 1927	kruunupensaskrotti		
		Linophryne			Linophryne lucifer 	Collett, 1886	pirupensaskrotti		
		Linophryne			Linophryne maderensis 	Maul, 1961	madeiranpensakrotti		
		Linophryne			Linophryne polypogon 	Regan, 1925	partapensaskrotti		
		Linophryne			Linophryne sexfilis 	Bertelsen, 1973	haravapensaskrotti		
MX.5086933	heimo 	Molidae							
		Masturus	Gill, 1884		Masturus lanceolatus 	(Liénard, 1840)	peitsimöhkäkala		
		Mola	Koelreuter, 1766		Mola mola 	(Linnaeus, 1758)	möhkäkala		
		Ranzania	Nardo, 1840		Ranzania laevis 	(Pennant, 1776)	pikkumöhkäkala		
MX.5086934	heimo 	Diodontidae							
		Chilomycterus	Brisout de Barneville, 1846		Chilomycterus reticulatus 	(Linnaeus, 1758)	pippurisiilikala		
		Cyclichthys	Kaup, 1855		Cyclichthys spilostylus 	(Leis & Randall, 1982)	pilkkusiilikala		
		Diodon	Linnaeus, 1758		Diodon hystrix 	Linnaeus, 1758	isosiilikala		
MX.5084351	heimo 	Tetraodontidae							
		Arothron	Müller, 1841		Arothron hispidus 	(Linnaeus, 1758)	raspipallokala	harmaapallokala	
		Canthigaster	Swainson, 1839		Canthigaster capistrata 	(Lowe, 1839)	saumapallokala		
		Ephippion	 Bibron, 1855		Ephippion guttifer 	(Bennett, 1831)	hiutalepallokala		
MX.5084352		Lagocephalus	Swainson, 1839		Lagocephalus lagocephalus 	(Linnaeus, 1758)	mustaeväpallokala		
MX.5084352		Lagocephalus		MX.5084353	Lagocephalus sceleratus 	(Gmelin, 1789)	hopeaposkipallokala		
MX.5084352		Lagocephalus			Lagocephalus spadiceus	(Richardson, 1845)	kultakylkipallokala		
MX.5084352		Lagocephalus			Lagocephalus suezensis 	Clark & Gohar, 1953	suezinpallokala		
		Sphoeroides	Anonymous [Lacepède], 1798		Sphoeroides marmoratus 	(Lowe, 1838)	marmoripallokala		
		Sphoeroides			Sphoeroides pachygaster 	(Müller & Troschel, 1848)	raitapyrstöpallokala		
		Torquigener	Torquigener Whitley, 1930		Torquigener flavimaculosus 	Hardy & Randall, 1983	keltapilkkupallokala		
		Tylerius	Hardy, 1984		Tylerius spinosissimus 	(Regan, 1908)	piikkipallokala		
MX.5086937	heimo 	Ostraciidae							
		Acanthostracion	Bleeker, 1865		Acanthostracion notacanthus 	(Bleeker, 1863)	kuusiolosserokala		
		Lactophrys	Swainson, 1839		Lactophrys trigonus 	(Linnaeus, 1758)	kyhmylosserokala		
		Tetrosomus	Swainson, 1839		Tetrosomus gibbosus 	(Linnaeus, 1758)	kamelilosserokala		
MX.5086938	heimo 	Monacanthidae							
		Stephanolepis	Gill, 1861		Stephanolepis diaspros 	Fraser–Brunner, 1940	ornamenttiviilakala		
MX.5086939	heimo 	Balistidae							
		Balistes	Linnaeus, 1758		Balistes capriscus 	Gmelin, 1789	porsassäppikala		
		Balistes			Balistes punctatus 	Gmelin, 1789	pilkkusäppikala		
		Balistes			Balistes vetula 	Linnaeus, 1758	kuningatarsäppikala		
		Canthidermis	Swainson, 1839		Canthidermis maculata 	(Bloch, 1786)	täpläsäppikala		
									
									
									
									
									
