TaxonID	TaxonRank	ScientificName	Author	SpeciesID	SpeciesScientificName	SpeciesAuthor	VernacularFI	AlternativeFI	VernacularEN
MX.206823		Squalius			Squalius palaciosi 	Doadrio, 1980	andujarinsalakkaturpa		
MX.206823		Squalius	Karaman, 1972		Ladigesocypris ghigii 	(Gianferrari, 1927)	rodoksenturpa		
MX.206823		Squalius			Ladigesocypris irideus 	(Ladiges, 1960) 	smyrnanturpa		
		Ladigesocypris			Ladigesocypris mermere 	(Ladiges, 1960)	gedizinturpa		
MX.53275		Leucaspius	Heckel & Kner, 1857	MX.53305	Leucaspius delineatus 	(Heckel, 1843)	allikkosalakka		
MX.53272		Leuciscus	Cuvier, 1816	MX.53304	Leuciscus aspius 	(Linnaeus, 1758)	toutain		
MX.53272		Leuciscus			Leuciscus bearnensis 	(Blanchard, 1865)	adourinseipi		
MX.53272		Leuciscus			Leuciscus burdigalensis 	Valenciennes, 1844	ranskanseipi		
MX.53272		Leuciscus			Leuciscus danilewskii 	(Kessler, 1877)	doninseipi		
MX.53272		Leuciscus		MX.53273	Leuciscus idus 	(Linnaeus, 1758)	säyne		
MX.53272		Leuciscus		MX.53146	Leuciscus leuciscus 	(Linnaeus, 1758)	seipi		
MX.53272		Leuciscus			Leuciscus oxyrrhis 	La Blanchère, 1873	nokkaseipi		
		Pachychilon	Steindachner, 1882		Pachychilon macedonicum 	(Steindachner, 1892)	makedoniansärki		
		Pachychilon			Pachychilon pictum 	(Heckel & Kner, 1858)	albaniansärki		
		Parachondrostoma	Robalo et al., 2007		Parachondrostoma arrigonis 	(Steindachner, 1866)	valenciannokkasärki		
		Parachondrostoma			Parachondrostoma miegii 	(Steindachner, 1866)	ebronnokkasärki		
		Parachondrostoma			Parachondrostoma toxostoma 	(Vallot, 1837)	ranskannokkasärki	pikkunokkasärki	
		Parachondrostoma			Parachondrostoma turiense 	(Elvira, 1987)	turiannokkasärki		
	suku	Pelasgus	Kottelat & Freyhof, 2007				kreikanmudut		
		Pelasgus			Pelasgus epiroticus 	(Steindachner, 1896)	ioanninanmutu		
		Pelasgus			Pelasgus laconicus 	(Kottelat & Barbieri, 2004)	lakonianmutu		
		Pelasgus			Pelasgus marathonicus 	(Vinciguerra, 1921)	maratoninmutu		
		Pelasgus			Pelasgus minutus 	(Karaman, 1924)	albanianmutu		
		Pelasgus			Pelasgus prespensis 	(Karaman, 1924)	prespanmutu		
		Pelasgus			Pelasgus stymphalicus 	(Valenciennes, 1844)	arkadianmutu		
		Pelasgus			Pelasgus thesproticus 	(Stephanidis, 1939)	epeiroksenmutu		
MX.53306		Pelecus	Agassiz, 1835	MX.53166	Pelecus cultratus 	(Linnaeus, 1758)	miekkasärki		
		Petroleuciscus	Bogutskaya, 2002		Petroleuciscus borysthenicus	(Kessler, 1859)	bobyretsi		
		Petroleuciscus			Petroleuciscus smyrnaeus 	(Boulenger, 1896)	smyrnanturpa		
	suku	Phoxinellus	Heckel, 1843				mudut		
		Phoxinellus			Phoxinellus alepidotus 	Heckel, 1843	nahkamutu		
		Phoxinellus			Phoxinellus dalmaticus 	Zupan?i? & Bogutskaya,, 2000	dalmatiannahkamutu		
		Phoxinellus			Phoxinellus pseudalepidotus 	Bogutskaya & Zupan?i?, 2003	mostarinnahkamutu		
MX.53148	suku	Phoxinus	Rafinesque, 1820				mudut		
MX.53148		Phoxinus			Phoxinus bigerri 	Kottelat, 2007	pyreneidenmutu		
MX.53148		Phoxinus			Phoxinus colchicus 	Berg, 1910	kaukasianmutu		
MX.53148		Phoxinus			Phoxinus karsticus 	Bianco & De Bonis, 2015	trebinjenmutu		
MX.53148		Phoxinus			Phoxinus krkae 	Bogutskaya, Jeli?, Vuci?, Jeli?, Diripasko, Stefanov & Klobu?ar, 2019	krkanmutu		
MX.53148		Phoxinus			Phoxinus csikii 	Hankó, 1922	neretvanmutu		
MX.53148		Phoxinus			Phoxinus lumaireul 	Schinz, 1840	adrianmutu		
MX.53148		Phoxinus			Phoxinus marsilii 	Heckel, 1836	tonavanmutu		
MX.53148		Phoxinus		MX.53149	Phoxinus phoxinus 	(Linnaeus, 1758)	mutu		
MX.53148		Phoxinus			Phoxinus septimaniae 	Kottelat, 2007	languedocinmutu		
MX.53148		Phoxinus			Phoxinus strandjae 	Drensky, 1926	velekanmutu		
MX.53148		Phoxinus			Phoxinus strymonicus 	Kottelat, 2007	strumanmutu		
		Pimephales	Rafinesque, 1820		Pimephales promelas 	Rafinesque, 1820	paksupäämutu		
		Protochondrostoma	Robalo et al., 2007		Protochondrostoma genei 	(Bonaparte, 1839)	lombardiannokkasärki		
		Pseudochondrostoma	Robalo et al., 2007		Pseudochondrostoma duriense 	(Coelho, 1985)	douronnokkasärki		
		Pseudochondrostoma			Pseudochondrostoma polylepis 	(Steindachner, 1865)	tajonnokkasärki		
		Pseudochondrostoma			Pseudochondrostoma willkommii 	(Steindachner, 1866)	andalusianokkasärki		
		Rhynchocypris	Günther, 1889		Rhynchocypris czekanowskii 	(Dybowski, 1869)	siperianmutu	tundramutu	
		Rhynchocypris			Rhynchocypris percnurus 	(Pallas, 1814)	euraasianmutu	suomutu	
		Leucos	Heckel, 1843		Leucos albus 	(Maric, 2010)	montenegronsärki		
		Leucos			Leucos aula 	(Bonaparte, 1841)	padaniansärki	dalmatiansärki	
		Leucos			Leucos basak 	Heckel, 1843	neretvansärki		
		Leucos			Leucos panosi 	(Bogutskaya & Iliadou, 2006)	kreikansärki		
		Leucos			Leucos ylikiensis 	(Economidis, 1991)	ylikinsärki		
MX.53271	suku	Rutilus	Rafinesque, 1820				särjet		
MX.53271		Rutilus			Rutilus atropatenus	Derjavin, 1937	azerbaidžaninsärki		Caucasian Relict Fish — Azerbaijani Spring Roach
MX.53271		Rutilus			Rutilus frisii 	(Nordmann, 1840)	pontokaspiansärki		
MX.53271		Rutilus			Rutilus lacustris 	(Pallas, 1814)	siperiansärki		
MX.53271		Rutilus			Rutilus meidingeri 	(Heckel, 1851)	itävallansärki		
MX.53271		Rutilus			Rutilus ohridanus 	(Karaman, 1924)	ohridinsärki		
MX.53271		Rutilus			Rutilus pigus 	(La Cepède, 1803)	adriansärki	tonavansärki	
MX.53271		Rutilus			Rutilus prespensis 	(Karaman, 1924)	prespansärki		
		Sarmarutilus	Bianco & Ketmaier, 2014		Sarmarutilus rubilio 	(Bonaparte, 1837)	italiansärki	etelänsärki	
MX.53271		Rutilus		MX.53145	Rutilus rutilus 	(Linnaeus, 1758)    	särki		
MX.53271		Rutilus			Rutilus virgo 	(Heckel, 1852)	tonavansärki		
MX.53150	suku	Scardinius	Bonaparte, 1837				sorvat		
MX.53150		Scardinius			Scardinius acarnanicus 	Economidis, 1991	akarnanikansorva		
MX.53150		Scardinius			Scardinius dergle 	Heckel & Kner, 1858	kroatiansorva		
MX.53150		Scardinius		MX.53151	Scardinius erythrophthalmus	(Linnaeus, 1758)	sorva		
MX.53150		Scardinius			Scardinius graecus 	Stephanidis, 1937	ylikinsorva		
MX.53150		Scardinius			Scardinius hesperidicus 	Bonaparte, 1845	italiansorva		
MX.53150		Scardinius			Scardinius knezevici 	Bianco & Kottelat, 2005	skutarinsorva		
MX.53150		Scardinius			Scardinius plotizza 	Heckel & Kner, 1858	neretvansorva		
MX.53150		Scardinius			Scardinius racovitzai 	Müller, 1958	lähdesorva		
MX.53150		Scardinius			Scardinius scardafa 	(Bonaparte, 1837)	apenniiniensorva		
MX.206823	suku	Squalius	Bonaparte, 1837				turvat		
MX.206823		Squalius			Squalius aphipsi 	(Aleksandrov, 1927)	kubaninturpa	kaukasianturpa	
MX.206823		Squalius			Squalius aradensis 	(Coelho, Bogutskaya, Rodrigues & Collares-Pereira, 1998)	aradenturpa		
MX.206823		Squalius			Squalius carolitertii 	(Doadrio, 1988)	iberianturpa		
MX.206823		Squalius			Squalius castellanus 	Doadrio, Perea & Alonso, 2007	gallonturpa		
MX.206823		Squalius		MX.53260	Squalius cephalus 	(Linnaeus, 1758)	turpa		
MX.206823		Squalius			Squalius cii 	(Richardson, 1857)	lesboksenturpa		
MX.206823		Squalius			Squalius fellowesii 	(Günther, 1868)	egeanturpa		
MX.206823		Squalius			Squalius illyricus 	Heckel & Kner, 1858	illyrianturpa	illyrianseipi	
MX.206823		Squalius			Squalius janae 	Bogutskaya & Zupancic, 2010	istrianturpa		
MX.206823		Squalius			Squalius keadicus 	(Stephanidis, 1971)	lakonianturpa		
MX.206823		Squalius			Squalius laietanus 	Doadrio, Kottelat & Sostoa, 2007	ebronturpa		
MX.206823		Squalius			Squalius lucumonis 	(Bianco, 1983)	toscananturpa		
MX.206823		Squalius			Squalius malacitanus 	Doadrio & Carmona, 2006	malaganturpa		
MX.206823		Squalius			Squalius  microlepis 	Heckel, 1843	imotskonturpa		
MX.206823		Squalius			Squalius moreoticus 	(Stephanidis, 1971)	korintinturpa		
MX.206823		Squalius			Squalius orpheus 	Kottelat & Economidis, 2006	traakianturpa		
MX.206823		Squalius			Squalius pamvoticus 	(Stephanidis, 1939)	epeiroksenturpa		
MX.206823		Squalius			Squalius peloponensis 	(Valenciennes, 1844)	peloponnesoksenturpa		
MX.206823		Squalius			Squalius platyceps 	Zupancic Maric Naseka & Bogutskaya, 2010    	albanianturpa		
MX.206823		Squalius			Squalius prespensis 	(Fowler, 1977)	prespanturpa		
MX.206823		Squalius			Squalius pyrenaicus 	(Günther, 1868)	iberianturpa		
MX.206823		Squalius			Squalius squalus 	(Bonaparte, 1837)	italianturpa		
MX.206823		Squalius			Squalius svallize 	Heckel & Kner, 1858	neretvanturpa		
MX.206823		Squalius			Squalius tenellus 	Heckel, 1843	livnonturpa		
MX.206823		Squalius			Squalius torgalensis 	(Coelho, Bogutskaya, Rodrigues & Collares-Pereira, 1998)	portugalinturpa		
MX.206823		Squalius			Squalius valentinus 	Doadrio & Carmona, 2006	valencianturpa		
MX.206823		Squalius			Squalius vardarensis 	Karaman, 1928	makedonianturpa		
MX.206823		Squalius			Squalius zrmanjae 	Karaman, 1928	kroatianturpa		
	suku	Telestes	Bonaparte, 1840				juovamudut		
		Telestes			Telestes beoticus 	(Stephanidis, 1939)	kifissoksenjuovamutu		
		Telestes			Telestes croaticus 	(Steindachner, 1866)	jadovanjuovamutu	kroatianmutu	
		Telestes			Telestes dabar 	Bogutskaya, Zupan?i?, Bogut & Naseka, 2012	dabarinjuovamutu		
		Telestes			Telestes fontinalis 	(Karaman, 1972)	krbavanjuovamutu		
		Telestes			Telestes karsticus 	Mar?i? & Mrakov?i?, 2011	kroatianjuovamutu		
		Telestes			Telestes metohiensis 	(Steindachner, 1901)	cernicanjuovamutu		
		Telestes			Telestes miloradi 	Bogutskaya, Zupan?i?, Bogut & Naseka, 2012	ljutanjuovamutu		
		Telestes			Telestes montenigrinus 	(Vukovi?, 1963)	skutarinjuovamutu		
		Telestes			Telestes muticellus 	(Bonaparte, 1837)	italianjuovaamutu		
		Telestes			Telestes pleurobipunctatus 	(Stephanidis, 1939)	kreikanjuovamutu		
		Telestes			Telestes polylepis 	Steindachner, 1866	šmitovonjuovamutu		
		Telestes			Telestes souffia 	(Risso, 1827)	alppijuovamutu		
		Telestes			Telestes turskyi 	(Heckel, 1843)	cikolanjuovamutu	messinkiseipi	
		Telestes			Telestes ukliva 	(Heckel, 1843)	cetinanjuovamutu	kyrmyniskaseipi	
		Tropidophoxinellus	Stephanidis, 1974		Tropidophoxinellus hellenicus 	(Stephanidis, 1939)	hellaksenmutu		
		Tropidophoxinellus			Tropidophoxinellus spartiaticus 	(Schmidt-Ries, 1943)	spartanmutu		
MX.53164		Vimba	Fitzinger, 1873		Vimba melanops 	(Heckel, 1837)	balkaninvimpa		
MX.53164		Vimba		MX.53165	Vimba vimba 	(Linnaeus, 1758)	vimpa		
MX.5086444	heimo	Serrasalmidae							
		Piaractus	Eigenmann, 1903		Piaractus brachypomus	(Cuvier, 1818)	paku		
MX.5014775	heimo 	Plotosidae							
MX.5014776		Plotosus	Lacepède, 1803	MX.5014777	Plotosus lineatus 	(Thunberg, 1787)	juovakorallimonni		
MX.53176	heimo 	Siluridae							
MX.53177		Silurus	Linnaeus, 1758		Silurus aristotelis 	Garman, 1890	kreikanmonni		
MX.53177		Silurus		MX.53178	Silurus glanis 	Linnaeus, 1758	monni		
MX.5086494	heimo	Ariidae							
		Carlarius	Marceniuk & Menezes, 2007		Carlarius parkii 	(Günther, 1864)	afrikanmerimonni		
MX.53179	heimo 	Ictaluridae							
MX.206826		Ameiurus	Rafinesque, 1820	MX.5084366	Ameiurus melas 	(Rafinesque, 1820)	mustapiikkimonni		
MX.206826		Ameiurus			Ameiurus natalis 	(Lesueur, 1819)	keltapiikkimonni		
MX.206826		Ameiurus		MX.53181	Ameiurus nebulosus 	(Lesueur, 1819)	piikkimonni		
MX.53180		Ictalurus	Rafinesque, 1820		Ictalurus punctatus 	(Rafinesque, 1818)	pilkkupiikkimonni		
MX.5086506	heimo	Argentinidae							
		Argentina	Linnaeus, 1758		Argentina silus 	(Ascanius, 1775)	kultakuore		
		Argentina			Argentina sphyraena 	Linnaeus, 1758	hopeakuore		
		Glossanodon	Guichenot, 1867		Glossanodon leioglossus 	(Valenciennes, 1848)	juovahopeakuore		
MX.5086507	heimo 	Microstomatidae							
		Microstoma	Cuvier, 1816		Microstoma microstoma 	(Risso, 1810)	puikkokuore		
		Nansenia	Jordan & Evermann, 1896		Nansenia groenlandica 	(Reinhardt, 1840)	grönlanninpuikkokuore		
		Nansenia			Nansenia iberica 	Matallanas, 1985	iberianpuikkokuore		
		Nansenia			Nansenia oblita 	(Facciolà, 1887)	hopeapuikkokuore		
MX.5086508	heimo	Bathylagidae							
		Bathylagichthys	Kobyliansky, 1986		Bathylagichthys greyae 	(Cohen, 1958)	olkisyvännekuore		
		Bathylagus	Günther, 1878		Bathylagus euryops 	Goode & Bean, 1896	tummasyvännekuore		
		Dolicholagus	Kobyliansky, 1986		Dolicholagus longirostris 	(Maul, 1948)	valjusyvännekuore		
		Melanolagus	Kobyliansky, 1986		Melanolagus bericoides 	(Borodin, 1929)	sysisyvännekuore		
MX.5086509	heimo 	Opisthoproctidae							
		Bathylychnops	Cohen, 1958		Bathylychnops exilis 	Cohen, 1958	peilikiikarikala		
		Monacoa	Whitley, 1943		Monacoa grimaldii 	Zugmayer, 1911	kiikarikala		
		Opisthoproctus	Vaillant, 1888		Opisthoproctus soleatus 	Vaillant, 1888	anturakiikarikala		
MX.53116	heimo 	Esocidae							
MX.53117		Esox	Linnaeus, 1758		Esox aquitanicus 	Denys, Dettai, Persat, Hautecœur & Keith, 2014	akvitanianhauki		
MX.53117		Esox			Esox cisalpinus 	Bianco & Delmastro, 2011	italianhauki		
MX.53117		Esox		MX.53118	Esox lucius 	Linnaeus, 1758	hauki		
MX.5086512	heimo 	Umbridae							
		Umbra	Kramer, 1777		Umbra krameri 	Walbaum, 1792	koirakala		
		Umbra			Umbra pygmaea 	(DeKay, 1842) 	pikkukoirakala		
MX.53298	heimo 	Salmonidae							
MX.53131		Coregonus	Linnaeus, 1758	MX.53300	Coregonus albula 	(Linnaeus, 1758)	muikku		
MX.53131		Coregonus			Coregonus autumnalis 	(Pallas, 1776)	omulsiika		
MX.53131		Coregonus		MX.53132	Coregonus lavaretus sensu lato	(Linnaeus,, 1758)	siika		
MX.53131		Coregonus			Coregonus muksun 	(Pallas, 1814)	muksunsiika		
MX.53131		Coregonus		MX.206820	Coregonus nasus 	(Pallas, 1776)	pyörökuonosiika		
MX.53131		Coregonus		MX.53001	Coregonus peled 	(Gmelin, 1789)	peledsiika		
MX.53131		Coregonus			Coregonus sardinella 	Valenciennes, 1848	siperianmuikku		
MX.206821		Stenodus	Richardson, 1836	MX.206822	Stenodus leucichthys 	(Güldenstädt, 1772)	kaspiannelma		
MX.206821		Stenodus			Stenodus nelma 	(Pallas, 1773)	nelma		
		Hucho	Günther, 1866		Hucho hucho 	(Linnaeus, 1758)	tonavanjokilohi		
		Hucho			Hucho taimen 	(Pallas, 1773)	siperianjokilohi		
MX.53126		Oncorhynchus	Suckley, 1861		Oncorhynchus clarkii 	(Richardson, 1836)	punakurkkulohi		
MX.53126		Oncorhynchus		MX.52999	Oncorhynchus gorbuscha 	(Walbaum, 1792)	kyttyrälohi		
MX.53126		Oncorhynchus		MX.53258	Oncorhynchus keta 	(Walbaum, 1792)	koiralohi		
MX.53126		Oncorhynchus		MX.53128	Oncorhynchus kisutsch 	(Walbaum, 1792)	hopealohi		
MX.53126		Oncorhynchus		MX.52998	Oncorhynchus mykiss 	(Walbaum, 1792)	kirjolohi		
MX.53126		Oncorhynchus		MX.53129	Oncorhynchus nerka 	(Walbaum, 1792)	punalohi		
MX.53126		Oncorhynchus		MX.53130	Oncorhynchus tshawytscha 	(Walbaum, 1792)	kuningaslohi		
MX.53120		Salmo	Linnaeus, 1758		Salmo marmoratus 	Cuvier, 1829	marmoritaimen		
MX.53120		Salmo			Salmo obtusirostris 	(Heckel, 1851)	adriantaimen		
MX.53120		Salmo			Salmo ohridanus 	Steindachner, 1882	ohridintaimen		
MX.53120		Salmo			Salmo caspius 	Kessler, 1877	kaspiantaimen		
MX.53120		Salmo		MX.53121	Salmo salar 	Linnaeus, 1758	lohi		
MX.53120		Salmo		MX.53123	Salmo trutta 	Linnaeus, 1758	taimen		
MX.53301		Salvelinus	Richardson, 1836	MX.53137	Salvelinus alpinus 	(Linnaeus, 1758)	nieriä		
MX.53301		Salvelinus		MX.52994	Salvelinus fontinalis 	(Mitchill, 1814)	puronieriä		
MX.53301		Salvelinus		MX.52995	Salvelinus namaycush 	(Walbaum, 1792)	harmaanieriä		
MX.53269		Thymallus	Linck, 1790	MX.53141	Thymallus thymallus 	(Linnaeus, 1758)	harjus		
MX.53269		Thymallus			Thymallus arcticus 	(Pallas, 1776)	pohjanharjus		
MX.53269		Thymallus			Thymallus aeliani	Valenciennes, 1848	adrianharjus		
MX.53269		Thymallus			Thymallus ligericus	Persat et al., 2019	loirenharjus		
MX.53302	heimo 	Osmeridae							
		Hypomesus	Gill, 1862		Hypomesus olidus 	(Pallas, 1814)	pikkusuukuore		
		Mallotus	Cuvier, 1829		Mallotus villosus 	(Müller, 1776)	villakuore		
MX.53270		Osmerus	Linnaeus, 1758	MX.53142	Osmerus eperlanus 	(Linnaeus, 1758)	kuore		
MX.53270		Osmerus			Osmerus dentex 	Steindachner & Kner, 1870	tyynenmerenkuore		
MX.53270		Osmerus			Osmerus mordax 	(Mitchill, 1814)	amerikankuore		
MX.5086516	heimo 	Gonostomatidae							
		Bonapartia	Goode & Bean, 1896		Bonapartia pedaliota 	Goode & Bean, 1896	rihmasukasuu		
		Cyclothone	Goode & Bean, 1883		Cyclothone acclinidens 	Garman, 1899	ruskosukasuu		
		Cyclothone				Brauer, 1906	valkosukasuu		
		Cyclothone				Jespersen & Tåning, 1926	tähtisukasuu		
		Cyclothone				Brauer, 1902	tummasukasuu		
		Cyclothone				(Günther, 1878)	huntusukasuu		
		Cyclothone				Brauer, 1902	synkkäsukasuu		
		Cyclothone				Brauer, 1902	kalvassukasuu		
		Cyclothone				Mukhacheva, 1964	seepiasukasuu		
		Cyclothone				Jespersen & Tåning, 1926	kääpiösukasuu		
		Diplophos	Günther, 1873			Günther, 1873	puikkosukasuu		
		Gonostoma	Rafinesque, 1810			Norman, 1930	atlantinsukasuu		
		Gonostoma				Rafinesque, 1810	sukasuu		
		Gonostoma				Günther, 1878	soukkasukasuu		
		Manducus	Goode & Bean, 1896			(Johnson, 1890)	hopeasukasuu		
		Margrethia	Jespersen & Tåning, 1919			espersen & Tåning, 1919	nuijasukasuu		
		Sigmops	Gill, 1883			(Vaillant, 1884)	syvännesukasuu		
MX.5086517	heimo 	Sternoptychidae							
	alaheimo	Sternoptychinae					lättäkalat		
		Argyropelecus	Cocco, 1829			Valenciennes, 1850	etelänlättäkala	atlantinhelmiäiskala	
		Argyropelecus			Argyropelecus affinis 	Garman, 1899	lättäkala		
		Argyropelecus			Argyropelecus gigas 	Norman, 1930	ulappalättäkala		
		Argyropelecus			Argyropelecus hemigymnus 	Cocco, 1829	paljaslättäkala	hopealättäkala	
		Argyropelecus			Argyropelecus lychnus 	Garman, 1899	tropiikinlättäkala		
		Argyropelecus			Argyropelecus olfersii 	(Cuvier, 1829)	tummaselkälättäkala		
		Argyropelecus			Argyropelecus sladeni 	Regan, 1908	loivalättäkala		
		Polyipnus	Günther, 1887		Polyipnus polli 	Schultz, 1961	kiekkolättäkala		
		Sternoptyx	Hermann, 1781		Sternoptyx diaphana 	Hermann, 1781	lasilättäkala		
		Sternoptyx			Sternoptyx pseudobscura 	Baird, 1971	kölilättäkala		
	alaheimo 	Maurolicinae					helmikyljet		
		Argyripnus	Gilbert & Cramer, 1897		Argyripnus atlanticus 	Maul, 1952	isosilmähelmikylki		
		Maurolicus	Cocco, 1838		Maurolicus amethystinopunctatus 	Cocco, 1838	ametistikylki		
		Maurolicus			Maurolicus muelleri 	(Gmelin, 1789)	helmikylki		
		Valenciennellus	Jordan & Evermann, 1896		Valenciennellus tripunctulatus 	(Esmark, 1871)	täplähelmikylki		
MX.5086518	heimo 	Phosichthyidae							
		Ichthyococcus	Bonaparte, 1840		Ichthyococcus ovatus 	(Cocco, 1838)	helmilyhtykala		
		Pollichthys	Grey, 1959		Pollichthys mauli 	(Poll, 1953)	rivilyhtykala		
		Polymetme	McCulloch, 1926		Polymetme corythaeola 	(Alcock, 1898)	tymmapyrstölyhtykala		
		Polymetme			Polymetme thaeocoryla 	Parin & Borodulina, 1990	atlantinlyhtykala		
		Vinciguerria	Jordan & Evermann, 1896		Vinciguerria attenuata 	(Cocco, 1838)	hämylyhtykala		
		Vinciguerria			Vinciguerria nimbaria	(Jordan & Williams, 1895)	tropiikinlyhtykala	ulappalyhtykala	
		Vinciguerria			Vinciguerria poweriae 	(Cocco, 1838)	syvännelyhtykala		
		Yarrella	Goode & Bean, 1896		Yarrella blackfordi 	Goode & Bean, 1896	mustalyhtykala		
MX.5086519	heimo 	Stomiidae							
	alaheimo	Chauliodontinae					sapelisuut		
		Chauliodus	Bloch & Schneider, 1801		Chauliodus danae 	Regan & Trewavas, 1929	atlantinsapelisuu		
		Chauliodus			Chauliodus sloani 	Bloch & Schneider, 1801	sapelisuu		
	alaheimo	Stomiinae					sapelisuut		
		Stomias	Cuvier, 1816		Stomias boa 	(Risso, 1810)	käärmesapelisuu		
		Stomias			Stomias brevibarbatus 	Ege, 1918	lyhytviiksisapelisuu		
		Stomias			Stomias longibarbatus 	(Brauer, 1902)	pitkäviiksisapelisuu		
	alaheimo	Astronethinae					naskalisuut		
		Astronesthes	 Richardson, 1845		Astronesthes gemmifer 	Goode & Bean, 1896	mustanaskalisuu		
		Astronesthes			Astronesthes indicus 	Brauer, 1902	laikkunaskalisuu		
		Astronesthes			Astronesthes leucopogon 	Regan & Trewavas, 1929	nuijanaskalisuu		
		Astronesthes			Astronesthes macropogon	Goodyear & Gibbs, 1970	sysinaskalisuu		
		Astronesthes			Astronesthes micropogon 	Goodyear & Gibbs, 1970	tähtinaskalisuu		
		Astronesthes			Astronesthes neopogon 	Regan & Trewavas, 1929	tappinaskalisuu		
		Astronesthes			Astronesthes niger 	Richardson, 1845	nokinaskalisuu		
		Borostomias	Regan, 1908		Borostomias abyssorum 	(Koehler, 1896)	ranskannaskalisuu		
		Borostomias			Borostomias antarcticus 	(Lönnberg, 1905)	atlantinnaskalisuu		
		Borostomias			Borostomias elucens 	(Brauer, 1906)	loistenaskalisuu		
		Borostomias			Borostomias mononema 	(Regan & Trewavas, 1929)	pilkkanaskalisuu		
		Neonesthes	Regan & Trewavas, 1929		Neonesthes capensis 	(Gilchrist & von Bonde, 1924)	torpedonaskalisuu		
		Rhadinesthes	Regan & Trewavas, 1929		Rhadinesthes decimus 	(Zugmayer, 1911)	huiskunaskalisuu		
	alaheimo	Melanostomiinae					piikkisuut		
		Bathophilus	Giglioli, 1882		Bathophilus digitatus 	(Welsh, 1923)	siipipiikkisuu		
		Bathophilus			Bathophilus longipinnis 	(Pappenheim, 1912)	valkoeväpiikkisuu		
		Bathophilus			Bathophilus nigerrimus 	Giglioli, 1882	kiiltopiikkisuu		
		Bathophilus			Bathophilus pawneei 	Parr, 1927	tropiikinpiikkisuu		
		Bathophilus			Bathophilus vaillanti 	(Zugmayer, 1911)	soukkapiikkisuu		
		Chirostomias			Chirostomias pliopterus 	Regan & Trewavas, 1930	liuskaviiksipiikkisuu		
		Echiostoma	Lowe, 1843		Echiostoma barbatum 	Lowe, 1843	ripsuviiksipiikkisuu		
		Eustomias	Vaillant, 1888		Eustomias braueri 	Zugmayer, 1911	vanupuikkopiikkisuu		
		Eustomias			Eustomias filifer 	(Gilchrist, 1906)	pensaspiikkisuu		
		Eustomias			Eustomias fissibarbis 	(Pappenheim, 1912)	haaraviiksipiikkisuu		
		Eustomias			Eustomias lipochirus 	Regan & Trewavas, 1930	paksuviiksipiikkisuu		
		Eustomias			Eustomias longibarba 	Parr, 1927	pitkäviiksipiikkisuu		
		Eustomias			Eustomias macronema 	Regan & Trewavas, 1930	röyhyviiksipiikkisuu		
		Eustomias			Eustomias obscurus 	Vaillant, 1884	puikkopiikkisuu		
		Eustomias			Eustomias schmidti 	Regan & Trewavas, 1930	tupsuviiksipiikkisuu		
		Eustomias			Eustomias simplex 	Regan & Trewavas, 1930	viiksipiikkisuu		
		Eustomias			Eustomias tetranema 	Zugmayer, 1913	neliviiksipiikkisuu		
		Flagellostomias	Parr, 1927		Flagellostomias boureei 	(Zugmayer, 1913)	rihmapiikkisuu		
		Grammatostomias	Goode & Bean, 1896		Grammatostomias circularis 	Morrow, 1959	rengaspiikkisuu		
		Grammatostomias			Grammatostomias flagellibarba 	Holt & Byrne, 1910	siimapiikkisuu		
		Leptostomias	Gilbert, 1905		Leptostomias gladiator 	(Zugmayer, 1911)	ruoskapiikkisuu		
		Leptostomias			Leptostomias haplocaulus	Regan & Trewavas, 1930	harjapiikkisuu		
		Leptostomias			Leptostomias longibarba 	Regan & Trewavas, 1930	piiskapiikkisuu		
		Melanostomias	Brauer, 1902		Melanostomias bartonbeani 	Parr, 1927	torpedopiikkisuu		
		Melanostomias			Melanostomias biseriatus 	Regan & Trewavas, 1930	parijuovapiikkisuu		
		Melanostomias			Melanostomias macrophotus 	Regan & Trewavas, 1930	kalvoviiksipiikkisuu		
		Melanostomias			Melanostomias melanops 	Brauer, 1902	mustasilmäpiikkisuu		
		Melanostomias			Melanostomias tentaculatus 	(Regan & Trewavas, 1930)	puikkopiikkisuu		
		Melanostomias			Melanostomias valdiviae 	Brauer, 1902	raitapiikkisuu		
		Pachystomias	Günther, 1887		Pachystomias microdon 	(Günther, 1878)	tasapiikkisuu		
		Photonectes	Günther, 1887		Photonectes braueri 	(Zugmayer, 1913)	tuppoviiksipiikkisuu		
		Photonectes			Photonectes dinema 	Regan & Trewavas, 1930	sormiviiksipiikkisuu		
		Photonectes			Photonectes margarita 	(Goode & Bean, 1896)	helmipiikkisuu		
		Photonectes			Photonectes parvimanus 	Regan & Trewavas, 1930	sipuliviiksipiikkisuu		
		Trigonolampa	Regan & Trewavas, 1930		Trigonolampa miriceps 	Regan & Trewavas, 1930	linjapiikkisuu		
	alaheimo	Malacosteinae					huiskukitakalat		
		Aristostomias	Zugmayer, 1913		Aristostomias grimaldii 	Zugmayer, 1913	valoposkikitakala		
		Aristostomias			Aristostomias lunifer 	Regan & Trewavas, 1930	kuukitakala		
		Aristostomias			Aristostomias tittmanni 	Welsh, 1923	siimakitakala	siimapiikkisuu	
		Malacosteus	Ayres, 1848		Malacosteus niger 	Ayres, 1848	mustakitakala		
		Photostomias	Collett, 1889		Photostomias guernei 	Collett, 1889	huiskukitakala		
